"";"place_name";"place_with_parent_names";"geonames_id";"lat.lon";"price";"currency";"price_aprox_local_currency";"price_aprox_usd";"surface_in_m2";"price_usd_per_m2";"floor";"rooms";"expenses";"title";"extra";"surface_total_in_m2";"surface_covered_in_m2";"price_per_m2";"id";"country_name";"state_name";"year"
"2950";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6184068251,-58.3729896254";195000;"USD";1700341,5;195000;"90";2166,666667;"NA";"1";"NA";"DEPARTAMENTO EN VENTA";"{\\images\\:[\\http://www.amaira.com.ar/buscador/imagenes/MKS/MKS938_2.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/MKS/MKS938_3.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/MKS/MKS938_4.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/MKS/MKS938_5.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/MKS/MKS938_6.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/MKS/MKS938_7.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/MKS/MKS938_8.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/MKS/MKS938_9.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/MKS/MKS938_10.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/MKS/MKS938_11.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/MKS/MKS938_12.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/MKS/MKS938_13.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/MKS/MKS938_14.jpg\\],\\original_ad\\:{\\medidas\\:{\\medida\\:[{\\ambiente\\:\\Living\\,\\valor\\:\\4X3.5\\},{\\ambiente\\:\\BaÃƒÂ±os\\,\\valor\\:\\COMPLETO\\},{\\ambiente\\:\\Cocina\\,\\valor\\:\\3X2.3\\},{\\ambiente\\:\\1Ã‚Âº Dormitorio\\,\\valor\\:\\6X6 EN SUITE\\},{\\ambiente\\:\\2Ã‚Âº Dormitorio\\,\\valor\\:\\3X3 C/ PLACARD\\},{\\ambiente\\:\\3Ã‚Âº Dormitorio\\,\\valor\\:\\4X3\\},{\\ambiente\\:\\Lavadero\\,\\valor\\:\\INCORPORADO\\}]},\\calefaccion\\:\\INDIVIDUAL\\,\\pisos\\:\\1\\,\\expensas\\:\\NO\\},\\address\\:\\BOLIVAR al 900\\,\\year\\:70,\\videos\\:[],\\condition\\:\\Reciclado\\,\\original_url\\:\\http://www.amaira.com/ficha/MKS938/departamento-amaira-san-telmo-capital-federal\\}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"2951";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6246365815,-58.3753536063";128000;"USD";1128934,4;128000;"56";2285,714286;"NA";"2";"NA";"Quartier San Telmo - Unidades de 1, 2 y 3 ambientes";"{\\images\\:[\\http://services.neoinmuebles.com/i/maic/feed/133.jpg\\,\\http://services.neoinmuebles.com/i/maic/feed/1046.jpg\\,\\http://services.neoinmuebles.com/i/maic/feed/1051.jpg\\,\\http://services.neoinmuebles.com/i/maic/feed/1055.jpg\\,\\http://services.neoinmuebles.com/i/maic/feed/1056.jpg\\,\\http://services.neoinmuebles.com/i/maic/feed/1048.jpg\\,\\http://services.neoinmuebles.com/i/maic/feed/1047.jpg\\,\\http://services.neoinmuebles.com/i/maic/feed/1050.jpg\\,\\http://services.neoinmuebles.com/i/maic/feed/1049.jpg\\,\\http://services.neoinmuebles.com/i/maic/feed/1052.jpg\\,\\http://services.neoinmuebles.com/i/maic/feed/1059.jpg\\,\\http://services.neoinmuebles.com/i/maic/feed/1060.jpg\\,\\http://services.neoinmuebles.com/i/maic/feed/1061.jpg\\,\\http://services.neoinmuebles.com/i/maic/feed/1063.jpg\\,\\http://services.neoinmuebles.com/i/maic/feed/1064.jpg\\,\\http://services.neoinmuebles.com/i/maic/feed/1062.jpg\\,\\http://services.neoinmuebles.com/i/maic/feed/1053.jpg\\,\\http://services.neoinmuebles.com/i/maic/feed/1054.jpg\\,\\http://services.neoinmuebles.com/i/maic/feed/1058.jpg\\,\\http://services.neoinmuebles.com/i/maic/feed/1065.jpg\\,\\http://services.neoinmuebles.com/i/maic/feed/1070.jpg\\,\\http://services.neoinmuebles.com/i/maic/feed/1068.jpg\\,\\http://services.neoinmuebles.com/i/maic/feed/1067.jpg\\,\\http://services.neoinmuebles.com/i/maic/feed/1066.jpg\\,\\http://services.neoinmuebles.com/i/maic/feed/1069.jpg\\,\\http://services.neoinmuebles.com/i/maic/feed/1071.jpg\\,\\http://services.neoinmuebles.com/i/maic/feed/1072.jpg\\,\\http://services.neoinmuebles.com/i/maic/feed/1073.jpg\\,\\http://services.neoinmuebles.com/i/maic/feed/1074.jpg\\,\\http://services.neoinmuebles.com/i/maic/feed/132.jpg\\,\\http://services.neoinmuebles.com/i/maic/feed/140.jpg\\],\\features\\:{\\Estado del inmueble\\:\\A estrenar\\,\\Luminosidad\\:\\Excelente\\,\\AntigÃ¼edad\\:\\A Estrenar\\,\\Pisos Edificio\\:\\25\\,\\Unidades por piso\\:\\12\\,\\Carpinteria\\:\\Madera, Aluminio con DVH\\,\\Confort\\:\\Aire Acondicionado\\,\\Servicios\\:\\Piscina, Gimnasio, Laundry, Quincho Comun\\,\\Varios\\:\\Terraza propia\\},\\original_ad\\:{\\latitude\\:\\-34.624566000000000\\,\\longitude\\:\\-58.375486000000000\\},\\address\\:\\Garay al 700\\,\\year\\:0,\\videos\\:[],\\condition\\:\\\\,\\original_url\\:\\http://services.neoinmuebles.com/r/www.maicopropiedades.com.ar/13\\}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"2952";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6245011896,-58.3738596591";96148;"USD";932702,9;96148;"NA";1849;"5";"2";"1";"DEPARTAMENTO EN VENTA";"{\\address\\:\\GARAY, JUAN DE, AVDA. al 600\\,\\condition\\:\\ConstrucciÃƒÂ³n\\,\\original_url\\:\\http://www.amaira.com/ficha/LEB1067/departamento-amaira-san-telmo-capital-federal\\,\\apto_profesional\\:true,\\images\\:[\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1067_2.jpg?1448843251\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1067_3.jpg?1448843251\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1067_4.jpg?1448843251\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1067_5.jpg?1448843251\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1067_6.jpg?1448843251\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1067_7.jpg?1448843251\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1067_8.jpg?1448843251\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1067_9.jpg?1448843251\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1067_10.jpg?1448843251\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1067_11.jpg?1448843251\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1067_12.jpg?1448843251\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1067_13.jpg?1448843251\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1067_14.jpg?1448843251\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1067_15.jpg?1448843251\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1067_16.jpg?1448843251\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1067_17.jpg?1448843251\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1067_18.jpg?1448843251\\],\\original_ad\\:{\\amoblado\\:\\N\\,\\calefaccion\\:\\AA\\,\\dependencia\\:\\no\\,\\pisos\\:\\14\\,\\apto_profesional\\:\\si\\,\\edificio\\:\\Av. J. Garay 612\\,\\original_property_type\\:\\DEPARTAMENTO\\},\\videos\\:[\\https://www.youtube.com/watch?v=6KFdUTS1nuQ\\],\\calefaccion\\:\\AA\\,\\features\\:{\\Pisos\\:\\14\\,\\Edificio\\:\\Av. J. Garay 612\\,\\Amoblado\\:\\N\\,\\Apto profesional\\:\\si\\,\\Calefaccion\\:\\AA\\,\\Dependencia\\:\\no\\},\\expenses\\:{\\currency_id\\:\\ars\\,\\price\\:\\1\\}}";"52";"47";"2045.7021279999999";"NA";"NA";"NA";2015
"2953";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6242338518,-58.3696425131";130000;"USD";2293785;130000;"NA";1688,311688;"7";"1";"NA";"DEPARTAMENTO EN VENTA";"NA";"77";"47";"2765.9574469999998";"8378a47ca4e18a417b4f368fcd5a1b198647235d";"Argentina";"Capital Federal";2016
"2954";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6244303,-58.3741828";NA;"USD";2312117,63;131039;"NA";2426,648148;"NA";"2";"NA";"Departamento en San Telmo";"NA";"54";"49";"2674.2653059999998";"e512d8b3e828ded6239364dda3f9da2b8f16a7f9";"Argentina";"Capital Federal";2016
"2955";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6212106277,-58.3742396423";155000;"USD";2475117,5;155000;"NA";605,46875;"NA";"NA";"NA";"Local comercial de 256 m2 cubiertos.";"NA";"256";"256";"605.46875";"718353104de418f5745b9d26aabd8888db001690";"Argentina";"Capital Federal";2016
"2956";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6215283,-58.3714253";90000;"USD";1437165;90000;"NA";1730,769231;"NA";"NA";"NA";"GALERIA DEFENSA";"NA";"52";"45";"2000";"777d5c62251e7356bd6b447f7aa699875d98c5d9";"Argentina";"Capital Federal";2016
"2957";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6253638,-58.371152";170000;"USD";2714645;170000;"NA";2073,170732;"NA";"3";"NA";"Depto. de 3 ambientes y 1/2 con balcon. Frente al Parque Lezama.";"NA";"82";"75";"2266.666667";"b2bc1d255894783f60bdf70359be1df0ca2abe69";"Argentina";"Capital Federal";2016
"2958";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6244409,-58.3742755";129424;"USD";2066707,14;129424;"NA";2488,923077;"NA";"2";"NA";"Departamento de dos ambientes en San Telmo";"NA";"52";"47";"2753.7021279999999";"9dbfb47758593d88d566b645c97014e4e243983a";"Argentina";"Capital Federal";2016
"2959";"Boca";"|Argentina|Capital Federal|Boca|";"3436004";"-34.6239176889,-58.3711823337";165000;"USD";2634802,5;165000;"NA";1447,368421;"NA";"5";"NA";"PH EN VENTA";"NA";"114";"76";"2171.0526319999999";"50cb5725bf44cba670698bfa9971b9966eea347f";"Argentina";"Capital Federal";2016
"2960";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6229661645,-58.3714116884";462000;"USD";9071370;462000;"NA";962,5;"NA";"NA";"NA";"Galeria comercial con 20 locales y subsuelo. En esquina.";"NA";"480";"480";"962.5";"4792b776c1476e4de57f24dc1901a3eeb0a4551a";"Argentina";"Capital Federal";2016
"2961";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6244409,-58.3742755";127556;"USD";2036877,98;127556;"NA";2453;"NA";"2";"NA";"Departamento de un dormitorio en Palermo";"NA";"52";"47";"2713.9574469999998";"5d218f94e3c2448ab33d0468674a2a97d2b04127";"Argentina";"Capital Federal";2016
"2962";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6244303,-58.3741828";109539;"USD";1749173,52;109539;"NA";2106,519231;"NA";"2";"NA";"Garay 612";"NA";"52";"47";"2330.617021";"8065990ee0f6389f0e68c87ec64f869469302d47";"Argentina";"Capital Federal";2016
"2963";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6244409,-58.3742755";132626;"USD";2117838,28;132626;"NA";2550,5;"NA";"2";"NA";"Departamento de un dormitorio en San Telmo";"NA";"52";"47";"2821.8297870000001";"a7b3ef8c632b9201dc43095749220f46c8612cd5";"Argentina";"Capital Federal";2016
"2964";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6208059,-58.3738753";330000;"USD";5822685;330000;"NA";1422,413793;"NA";"5";"NA";"Espectacular departamento con GRAN terraza en San Telmo!!!!";"NA";"232";"167";"1976.047904";"da07b13196afa687f68c55316c1e8913800d202d";"Argentina";"Capital Federal";2016
"2965";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6244301,-58.3741828";140089;"USD";2237011,19;140089;"NA";2694,019231;"NA";"2";"NA";"Departamento en San Telmo";"NA";"52";"47";"2980.617021";"5517a1360599c2d4d49b7f9a45cca1da1b7569dd";"Argentina";"Capital Federal";2016
"2966";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6218232057,-58.3688518995";113000;"USD";1804440,5;113000;"NA";1982,45614;"NA";"3";"NA";"Depto. de 3 ambientes con balcon y vista abierta";"NA";"57";"54";"2092.5925929999999";"caed0dffcd3c9cc3e64716ad06ba6f20a533d9d8";"Argentina";"Capital Federal";2016
"2967";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6244409,-58.3742755";NA;"USD";1806787,86;113147;"NA";2175,903846;"NA";"2";"NA";"Departamento en San Telmo";"NA";"52";"47";"2407.382979";"03e595ed3a7c238fc782002aae2eb1a906c873e9";"Argentina";"Capital Federal";2016
"2968";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6244303,-58.3741828";251798;"USD";4442849,81;251798;"NA";1967,171875;"NA";"2";"NA";"Departamento en San Telmo";"NA";"128";"82";"3070.7073169999999";"be490f14b95037b674e941bd376f464509cf78c1";"Argentina";"Capital Federal";2016
"2969";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6239176889,-58.3711823337";165000;"USD";2634802,5;165000;"NA";1447,368421;"NA";"5";"NA";"PH EN VENTA";"NA";"114";"76";"2171.0526319999999";"9645ae8aa252cc11728a1cd33a19e55bd4173a2c";"Argentina";"Capital Federal";2016
"2970";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6244303,-58.3741828";119636;"USD";1910407,46;119636;"NA";2300,692308;"NA";"2";"NA";"Garay 612";"NA";"52";"47";"2545.446809";"884fa72d8beb7335f8eb498eab2403885cd2f6b3";"Argentina";"Capital Federal";2016
"2971";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6211839,-58.3731163";650000;"USD";12088700;650000;"NA";1963,746224;"NA";"7";"NA";"Venta en  San Telmo - San Lorenzo 300";"NA";"331";"200";"3250";"5a5cfd2483d434a046b93a6c453e25b053afeaf7";"Argentina";"Capital Federal";2017
"2972";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6175529136,-58.3696484233";175000;"USD";3254650;175000;"NA";1750;"NA";"NA";"NA";"MAGNIFICO LOCAL TODO DESTINO MENOS GASTRONOMICO";"NA";"100";"100";"1750";"ba13ac7f2670cb6efd5ee19082559e7b1efcd6b3";"Argentina";"Capital Federal";2017
"2973";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6211839,-58.3731163";141450;"USD";2630687,1;141450;"NA";3143,333333;"NA";"2";"NA";"studios & deptos | 1 y 2 dormitorios";"NA";"45";"38";"3722.3684210000001";"73cac578bfb6fa67034f860de422d1ab10ae7a07";"Argentina";"Capital Federal";2017
"2974";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6245539,-58.373897";134085;"USD";2493712,83;134085;"NA";2437,909091;"NA";"NA";"NA";"Venta  J Garay 600  San Telmo Capital Federal  U$S 134.085";"NA";"55";"49";"2736.4285709999999";"e1b30c911bf81ef377bff301ee08f04ca77bbf02";"Argentina";"Capital Federal";2017
"2975";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6218079,-58.371426";140000;"USD";2748900;140000;"NA";2978,723404;"NA";"NA";"NA";"Local Comercial Venta, San Telmo, Galeria de Arte";"NA";"47";"47";"2978.7234039999998";"450d2183db7992974590db3d9af514ea04cb9b18";"Argentina";"Capital Federal";2017
"2976";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6211839,-58.3731163";91000;"USD";1692418;91000;"NA";2333,333333;"NA";"2";"NA";"Departamento en venta con renta  en Barracas.";"NA";"39";"39";"2333.333333";"0f64cbd4b7f78502f31dbdc78c0a40b0bbdc29d7";"Argentina";"Capital Federal";2017
"2977";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6245599,-58.3754585";290000;"USD";4630865;290000;"NA";3815,789474;"NA";"3";"NA";"Espectacular Piso 22 en Venta en Torre Quartier San Telmo";"NA";"76";"76";"3815.7894740000002";"05d8fba604a752cfd0cf63796956ddef1d564cf7";"Argentina";"Capital Federal";2017
"2978";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6244303,-58.3741828";126807;"USD";2237446,11;126807;"NA";2438,596154;"4";"NA";"NA";"DEPARTAMENTO EN VENTA";"NA";"52";"47";"2698.0212769999998";"32238d552535079d5d95dc691d6b4dbe313d1993";"Argentina";"Capital Federal";2017
"2979";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6169105336,-58.3731592153";222458;"USD";4367962,83;222458;"NA";2118,647619;"NA";"1";"NA";"San Telmo Duplex 2/3 ambientes Alto Grande Independencia Obra en pozo";"NA";"105";"69";"3224.0289859999998";"bd1a976baebdf607020d79f9bd936ab15a7a7baa";"Argentina";"Capital Federal";2017
"2980";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.623443,-58.371262";181831;"USD";3381692,94;181831;"NA";2561;"1";"2";"NA";"EMPRENDIMIENTO SAN TELMO 2 AMBIENTES + TERRAZA";"NA";"71";"56";"3246.9821430000002";"56e17d20d0c0809a1af8557f9bfa88f551bd0e86";"Argentina";"Capital Federal";2017
"2981";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6173696662,-58.3727729772";40334;"USD";750131,73;40334;"NA";1120,388889;"NA";"1";"NA";"Departamento 1 ambiente frente en pozo. Cuotas en Pesos";"NA";"36";"26";"1551.3076920000001";"ad7bc06b8f5f1fe680ca8a1f9ba887e9f9aa9b69";"Argentina";"Capital Federal";2017
"2982";"San Cristobal";"|Argentina|Capital Federal|San Cristobal|";"3429153";"-34.6226852,-58.3667526";1e+05;"USD";1859800;1e+05;"NA";1923,076923;"6";"NA";"NA";"DEPARTAMENTO EN VENTA";"NA";"52";"52";"1923.0769230000001";"f5a5ccae41b920c5b81af475b1f7425aebae79d3";"Argentina";"Capital Federal";2017
"2983";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6211839,-58.3731163";390000;"USD";6227715;390000;"NA";1423,357664;"NA";"NA";"NA";"Rocha 1547, CABA / gran PH en 2 plantas / 6 ambientes / quincho / Terraza / 274 M2 / u$s 390.000";"NA";"274";"274";"1423.3576640000001";"f17fe044d167ae47d3d06709d342e29168e91909";"Argentina";"Capital Federal";2017
"2984";"Belgrano";"|Argentina|Capital Federal|Belgrano|";"3436077";"-34.6180189155,-58.37109375";145000;"USD";2696710;145000;"NA";3372,093023;"NA";"2";"2178";"Departamento - Belgrano";"NA";"43";"38";"3815.7894740000002";"d905d94389292421349c8e6d0f303048997f04c6";"Argentina";"Capital Federal";2017
"2985";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6245747,-58.3754562";NA;"USD";3087787,5;175000;"NA";4069,767442;"NA";"2";"NA";"En venta apto crÃ©dito -  COCHERA  2 ambientes Torre Quartier San Telmo";"NA";"43";"40";"4375";"0293954bc2be9cf0841288600ab7a6af0045ff45";"Argentina";"Capital Federal";2017
"2986";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6244303,-58.3741828";135879;"USD";2397517,01;135879;"NA";2613,057692;"7";"NA";"NA";"DEPARTAMENTO EN VENTA";"NA";"52";"47";"2891.0425530000002";"77a6e3620161ce524b8731a83a7339797bb0861a";"Argentina";"Capital Federal";2017
"2987";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6216948,-58.3713044";NA;"USD";595136;32000;"NA";888,8888889;"NA";"1";"NA";"Defensa 1200 - Piso 1 Dpto. A";"NA";"36";"34";"941.17647060000002";"bb971852075d5599b011cd07b8ec5b195e493df0";"Argentina";"Capital Federal";2017
"2988";"Floresta";"|Argentina|Capital Federal|Floresta|";"3433910";"-34.63525,-58.487636";NA;"USD";885823,28;150000;"108";1388,888889;"NA";"4";NA;"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";2013
"2989";"Floresta";"|Argentina|Capital Federal|Floresta|";"3433910";"-34.640373,-58.486014";117500;"USD";940376;117500;"92";1277,173913;"NA";"3";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";2013
"2990";"Villa del Parque";"|Argentina|Capital Federal|Villa del Parque|";"3427455";"-34.623469,-58.498234";289000;"USD";2266684,8;289000;"258";1120,155039;"NA";"6";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";2013
"2991";"Velez Sarsfield";"|Argentina|Capital Federal|Velez Sarsfield|";"3427528";"-34.628545,-58.489244";105000;"USD";846247,5;105000;"109";963,3027523;"1";"3";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";2013
"2992";"Capital Federal";"|Argentina|Capital Federal|";"3433955";"-34.627705,-58.49024";220000;"USD";1752476;220000;"140";1571,428571;"NA";"3";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";2013
"2993";"Floresta";"|Argentina|Capital Federal|Floresta|";"3433910";"-34.63223,-58.486599";90000;"USD";578115;90000;"39";2307,692308;"NA";"1";NA;"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";2013
"2994";"Villa Luro";"|Argentina|Capital Federal|Villa Luro|";"3427407";"-34.631574,-58.499116";79000;"USD";619612,8;79000;"41";1926,829268;"7";"2";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";2013
"2995";"Floresta";"|Argentina|Capital Federal|Floresta|";"3433910";"-34.6385862874,-58.4896993762";130000;"USD";1146574;130000;"110";1181,818182;"NA";"3";"NA";"PH en Venta. 3 Ambientes. 2 Dormitorios. 110 m2. 84 m2c. TIPO CASA AL FRENTE.";"{\\images\\:[\\http://cdn.inmokey.com/properties/4/8/p-64448-171113100341-515386.jpg\\,\\http://cdn.inmokey.com/properties/4/8/p-64448-171113100342-508098.jpg\\,\\http://cdn.inmokey.com/properties/4/8/p-64448-171113100342-673542.jpg\\,\\http://cdn.inmokey.com/properties/4/8/p-64448-171113100342-902522.jpg\\,\\http://cdn.inmokey.com/properties/4/8/p-64448-171113100342-158841.jpg\\,\\http://cdn.inmokey.com/properties/4/8/p-64448-171113100342-737096.jpg\\,\\http://cdn.inmokey.com/properties/4/8/p-64448-171113100342-120334.jpg\\,\\http://cdn.inmokey.com/properties/4/8/p-64448-171113100342-764742.jpg\\,\\http://cdn.inmokey.com/properties/4/8/p-64448-171113100342-530049.jpg\\,\\http://cdn.inmokey.com/properties/4/8/p-64448-171113100342-115895.jpg\\,\\http://cdn.inmokey.com/properties/4/8/p-64448-171113100342-583629.jpg\\,\\http://cdn.inmokey.com/properties/4/8/p-64448-171113100342-181138.jpg\\,\\http://cdn.inmokey.com/properties/4/8/p-64448-171113100342-537496.jpg\\,\\http://cdn.inmokey.com/properties/4/8/p-64448-171113100342-983335.jpg\\,\\http://cdn.inmokey.com/properties/4/8/p-64448-171113100342-776058.jpg\\,\\http://cdn.inmokey.com/properties/4/8/p-64448-171113100342-716028.jpg\\,\\http://cdn.inmokey.com/properties/4/8/p-64448-171113100342-387965.jpg\\,\\http://cdn.inmokey.com/properties/4/8/p-64448-171113100342-311988.jpg\\,\\http://cdn.inmokey.com/properties/4/8/p-64448-171113100342-903262.jpg\\,\\http://cdn.inmokey.com/properties/4/8/p-64448-171113100342-338583.jpg\\,\\http://cdn.inmokey.com/properties/4/8/p-64448-171113100342-210194.jpg\\,\\http://cdn.inmokey.com/properties/4/8/p-64448-171113100342-782825.jpg\\,\\http://cdn.inmokey.com/properties/4/8/p-64448-171113100342-268294.jpg\\,\\http://cdn.inmokey.com/properties/4/8/p-64448-171113100342-549989.jpg\\,\\http://cdn.inmokey.com/properties/4/8/p-64448-171113100342-803024.jpg\\,\\http://cdn.inmokey.com/properties/4/8/p-64448-171113100342-655994.jpg\\,\\http://cdn.inmokey.com/properties/4/8/p-64448-171113100342-574000.jpg\\,\\http://cdn.inmokey.com/properties/4/8/p-64448-171113100342-428845.jpg\\],\\original_ad\\:{\\latitude\\:\\-34.6385725\\,\\longitude\\:\\-58.489712\\},\\address\\:\\RAFAELA 4456\\,\\year\\:0,\\videos\\:[],\\condition\\:\\\\,\\original_url\\:\\http://www.molinarimasetto.com/64448\\}";"NA";"NA";"NA";"NA";"NA";"NA";2013
"2996";"Villa Luro";"|Argentina|Capital Federal|Villa Luro|";"3427407";"-34.636269,-58.492159";NA;"USD";764396,5;119000;"72";1652,777778;"NA";"2";NA;"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";2013
"2997";"Monte Castro";"|Argentina|Capital Federal|Monte Castro|";"3430596";"-34.628368,-58.504635";153000;"USD";982795,5;153000;"70";2185,714286;"NA";"2";NA;"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";2013
"2998";"Floresta";"|Argentina|Capital Federal|Floresta|";"3433910";"-34.633956,-58.490554";260000;"USD";1521206,2;260000;"125";2080;"NA";"4";NA;"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";2013
